Navn;Stasjon;Tid(norsk normaltid);Snødybde;Nedbør (døgn);Middeltemperatur (døgn);Gjennomsnittlig skydekke (døgn);Høyeste middelvind (døgn)
Venabu;SN13420;24.12.2020;35;0;-6,8;0,7;7,3
Venabu;SN13420;25.12.2020;35;0;-10,1;2,7;8,8
Venabu;SN13420;26.12.2020;35;0,2;-8,2;8;3,1
Venabu;SN13420;27.12.2020;42;6,7;-2,7;8;6,7
Venabu;SN13420;28.12.2020;47;11,3;-3,8;7,7;6,4
Venabu;SN13420;29.12.2020;50;3,6;-2,6;8;4,3
Venabu;SN13420;30.12.2020;51;1,2;-4,3;7;6,2
Venabu;SN13420;31.12.2020;53;2;-6,9;8;4,4
Venabu;SN13420;01.01.2021;55;2,5;-7,5;6,7;5,9
Venabu;SN13420;02.01.2021;56;1,9;-6,5;8;2,9
Venabu;SN13420;03.01.2021;56;0;-14,5;0;3,3
Venabu;SN13420;04.01.2021;56;0;-13,5;0,7;4,3
Venabu;SN13420;05.01.2021;56;0;-17,3;0,3;2,6
Venabu;SN13420;06.01.2021;56;0;-17;1;2,6
Venabu;SN13420;07.01.2021;56;0;-17,1;5,3;2,8
Venabu;SN13420;08.01.2021;57;0,9;-18,2;3,7;2,5
Venabu;SN13420;09.01.2021;57;0;-15,7;4,7;3
Venabu;SN13420;10.01.2021;57;1;-16;0,3;3
Venabu;SN13420;11.01.2021;57;0,4;-14,6;6;2,8
Venabu;SN13420;12.01.2021;54;0,5;-9,8;7,3;13,3
Venabu;SN13420;13.01.2021;55;1,6;-11,5;4,3;11,8
Venabu;SN13420;14.01.2021;55;0,1;-17;0,3;5,4
Venabu;SN13420;15.01.2021;55;0;-12,6;0;6,4
Venabu;SN13420;16.01.2021;55;0;-16,1;1;5,4
Venabu;SN13420;17.01.2021;55;0;-13,4;8;3,3
Venabu;SN13420;18.01.2021;55;0,2;-12,6;3;2,2
Venabu;SN13420;19.01.2021;55;0,8;-7,3;8;2,5
Venabu;SN13420;20.01.2021;58;3,4;-6;8;4,3
Venabu;SN13420;21.01.2021;70;11,7;-3,8;8;6,4
Venabu;SN13420;22.01.2021;88;20,4;-3,2;7,7;10,6
Venabu;SN13420;23.01.2021;94;5,5;-4,7;7,7;3
Venabu;SN13420;24.01.2021;99;0,7;-11,7;5,3;3,5
Venabu;SN13420;25.01.2021;99;0;-18;0,3;3,3
Venabu;SN13420;26.01.2021;99;0;-15,6;1,7;3,3
Venabu;SN13420;27.01.2021;99;0;-15,8;1,7;3,1
Venabu;SN13420;28.01.2021;99;0;-16;0,3;4
Venabu;SN13420;29.01.2021;99;0;-18;3;2,4
Venabu;SN13420;30.01.2021;99;0;-10,1;5;5,4
Venabu;SN13420;31.01.2021;99;0;-13;1;5,4
Venabu;SN13420;01.02.2021;99;0;-19,8;0,3;2,7
Venabu;SN13420;02.02.2021;99;0;-18,7;5,7;2,9
Venabu;SN13420;03.02.2021;99;0,3;-19,8;2,7;3,5
Venabu;SN13420;04.02.2021;99;0;-19,7;0;3,9
Venabu;SN13420;05.02.2021;99;0,2;-14,3;1,3;7,1
Venabu;SN13420;06.02.2021;99;0;-14,8;2,7;5,7
Venabu;SN13420;07.02.2021;99;0;-15,7;2,7;4,9
Venabu;SN13420;08.02.2021;97;0;-12,5;7,7;6,3
Venabu;SN13420;09.02.2021;97;0;-17,3;2,3;4,6
Venabu;SN13420;10.02.2021;97;0;-15,3;2,7;6,3
Venabu;SN13420;11.02.2021;97;0;-19,4;0;4,7
Venabu;SN13420;12.02.2021;95;0;-18,1;0,7;3,9
Venabu;SN13420;13.02.2021;95;0;-14,5;0,3;6,6
Venabu;SN13420;14.02.2021;95;0;-17,7;0,3;3,1
Venabu;SN13420;15.02.2021;93;0;-13,7;7,7;4,1
Venabu;SN13420;16.02.2021;95;3,2;-10,2;7,7;2,8
Venabu;SN13420;17.02.2021;94;2,1;-9,2;8;5
Venabu;SN13420;18.02.2021;97;2,2;-9;8;4,8
Venabu;SN13420;19.02.2021;100;2,7;-6,6;8;3,5
Venabu;SN13420;20.02.2021;100;2;-3,1;8;4,7
Venabu;SN13420;21.02.2021;100;0,1;-0,6;8;7,5
Venabu;SN13420;22.02.2021;98;0,1;-1,5;8;5,1
Venabu;SN13420;23.02.2021;96;0,1;-1,6;5,3;5,6
Venabu;SN13420;24.02.2021;90;0,8;-0,9;6,7;7,8
Venabu;SN13420;25.02.2021;90;0,1;-0,5;6,3;6,2
Venabu;SN13420;26.02.2021;90;0;-0,6;5,7;11,2
Venabu;SN13420;27.02.2021;88;0;1,2;6;10,7
Venabu;SN13420;28.02.2021;86;0;1,7;4,7;9,4
Venabu;SN13420;01.03.2021;86;0;1;7;8,5
Venabu;SN13420;02.03.2021;80;0;1,6;6;6,4
Venabu;SN13420;03.03.2021;76;0;-1,6;4,3;8
Venabu;SN13420;04.03.2021;70;0;-7,4;2,7;8,9
Venabu;SN13420;05.03.2021;70;0;-5,5;4;6,8
Venabu;SN13420;06.03.2021;70;0;-2,7;7,3;10,5
Venabu;SN13420;07.03.2021;70;0;-8,2;2,7;14,3
Venabu;SN13420;08.03.2021;70;0;-8,7;7;4,9
Venabu;SN13420;09.03.2021;70;0,9;-4;6;7
Venabu;SN13420;10.03.2021;70;0,4;-9,5;8;6,7
Venabu;SN13420;11.03.2021;83;13,3;-6,1;8;8,8
Venabu;SN13420;12.03.2021;93;9,7;-4,6;8;4
Venabu;SN13420;13.03.2021;93;0;-6,1;5;3,3
Venabu;SN13420;14.03.2021;93;0;-9,4;1;3,2
Venabu;SN13420;15.03.2021;87;0;-3,5;6,3;7,6
Venabu;SN13420;16.03.2021;80;0;-8,1;3,7;5,2
Venabu;SN13420;17.03.2021;80;0;-8,4;2,3;6,9
Venabu;SN13420;18.03.2021;80;0;-2,3;7,3;8,6
Venabu;SN13420;19.03.2021;80;0,3;-2,2;7;8,5
Venabu;SN13420;20.03.2021;78;0,1;0,6;4,3;11
Venabu;SN13420;21.03.2021;75;0,1;-4,4;3,7;12,5
Venabu;SN13420;22.03.2021;75;0;0,8;6,7;9,1
Venabu;SN13420;23.03.2021;75;0;2,8;6,7;5,9
Venabu;SN13420;24.03.2021;68;0;-0,2;3,7;7,3
Venabu;SN13420;25.03.2021;63;0;-2,4;4;5,8
Venabu;SN13420;26.03.2021;60;0;-2,3;7,7;7,1
Venabu;SN13420;27.03.2021;60;2;-1,2;5,3;7,6
Venabu;SN13420;28.03.2021;60;0,1;-3,9;6;5,3
Venabu;SN13420;29.03.2021;60;0,2;0,9;5,7;8,1
Venabu;SN13420;30.03.2021;60;0;1,9;7,3;6,3
Venabu;SN13420;31.03.2021;58;1,1;-2;3,7;4,4
Venabu;SN13420;01.04.2021;54;0;-2,7;6;9,4
Venabu;SN13420;02.04.2021;54;0;-2,5;4;8,1
Venabu;SN13420;03.04.2021;50;0;-1,5;5;7,7
Venabu;SN13420;04.04.2021;46;0;-0,5;6,3;9,7
Venabu;SN13420;05.04.2021;46;1,2;-6,8;7,3;11,4
Venabu;SN13420;06.04.2021;46;2,8;-4,2;6;10,7
Venabu;SN13420;07.04.2021;46;0,4;-4,9;4,3;11,3
Venabu;SN13420;08.04.2021;46;0;-6;7;6,2
Venabu;SN13420;09.04.2021;46;2,1;-4,3;5,3;8,9
Venabu;SN13420;10.04.2021;45;0;-4,2;3;8,5
Venabu;SN13420;11.04.2021;46;0;-4,4;2,7;6,4
Venabu;SN13420;12.04.2021;46;1,1;-5,1;8;14,8
Venabu;SN13420;13.04.2021;50;7,2;-4,6;7,3;11,5
Venabu;SN13420;14.04.2021;50;0,1;-3,7;6,3;5,9
Venabu;SN13420;15.04.2021;50;0;-3,7;0,7;3,1
Venabu;SN13420;16.04.2021;50;0;-2,9;2,7;4,6
Venabu;SN13420;17.04.2021;60;0;-0,4;0,7;3,5
Venabu;SN13420;18.04.2021;57;0;1;0;3,5
Venabu;SN13420;19.04.2021;48;0;3,7;0,7;4,2
Venabu;SN13420;20.04.2021;42;0;4,1;2,3;6,9
Venabu;SN13420;21.04.2021;38;0;-1,1;5,3;13,5
Venabu;SN13420;22.04.2021;36;0;-3,3;2,3;12,5
Venabu;SN13420;23.04.2021;34;0;-4,1;2,7;8,5
Venabu;SN13420;24.04.2021;32;0,1;-4,2;5,3;8,5
Venabu;SN13420;25.04.2021;30;0,1;-3,7;6;9,9
Venabu;SN13420;26.04.2021;29;0,1;-3,3;1;7,5
Venabu;SN13420;27.04.2021;29;0;-3,6;4;7,3
Venabu;SN13420;28.04.2021;27;0,1;-4,2;6,3;3,9
Venabu;SN13420;29.04.2021;25;0,1;-3,1;1,3;4,3
Venabu;SN13420;30.04.2021;23;0;-3,6;1,7;5,6
Venabu;SN13420;01.05.2021;22;0;-2,8;6,3;4,1
Venabu;SN13420;02.05.2021;22;0;-0,4;5,3;4,2
Venabu;SN13420;03.05.2021;20;0,4;-0,6;7,3;6,4
Venabu;SN13420;04.05.2021;24;4,4;-0,6;8;6,8
Venabu;SN13420;05.05.2021;25;2,8;-2,4;7,7;7,3
Venabu;SN13420;06.05.2021;24;0,1;-4,5;0,7;5,2
Venabu;SN13420;07.05.2021;23;0;-3,8;1;5
Venabu;SN13420;08.05.2021;20;0;-1,8;4,3;4
Venabu;SN13420;09.05.2021;20;0,1;-0,8;8;3,6
Venabu;SN13420;10.05.2021;18;4,3;3,2;8;4,6
Venabu;SN13420;11.05.2021;16;7,9;5,4;7,3;6,1
Venabu;SN13420;12.05.2021;15;0;2,8;8;10,9
Venabu;SN13420;13.05.2021;14;9,5;4,8;8;6,2
Venabu;SN13420;14.05.2021;13;7,6;7,7;4,3;4,9
Venabu;SN13420;15.05.2021;12;0,9;4,7;6,7;4,4
Venabu;SN13420;16.05.2021;12;10,6;2,9;8;5,1
Venabu;SN13420;17.05.2021;10;2,5;2,5;7,7;5,5
Venabu;SN13420;18.05.2021;10;6,4;4;7;3,8
Venabu;SN13420;19.05.2021;0;0;4,7;6,3;5,6
Venabu;SN13420;20.05.2021;0;0;3,6;7;6,3
Venabu;SN13420;21.05.2021;0;5,3;4,1;5;5,2
Venabu;SN13420;22.05.2021;0;0;5,8;-;4,5
Venabu;SN13420;23.05.2021;0;0,7;5,1;6,7;4,8
Venabu;SN13420;24.05.2021;0;0,2;4,9;7,3;4,8
Venabu;SN13420;25.05.2021;0;0,4;5,2;7,7;6,7
Venabu;SN13420;26.05.2021;0;0,5;6,3;7;9,8
Venabu;SN13420;27.05.2021;0;0,1;6,3;3,7;9,7
Venabu;SN13420;28.05.2021;0;0;9,3;-;9,1
Venabu;SN13420;29.05.2021;0;0;13,3;1;7,3
Venabu;SN13420;30.05.2021;0;0;15,6;1;6,2
Venabu;SN13420;31.05.2021;0;0;14,9;4;6,2
Venabu;SN13420;01.06.2021;0;0;14,1;1,3;6,1
Venabu;SN13420;02.06.2021;0;0;12,7;1,7;4,3
Venabu;SN13420;03.06.2021;0;0;12,8;4;5
Venabu;SN13420;04.06.2021;0;0;12,9;4,3;4,7
Venabu;SN13420;05.06.2021;0;0;13,8;6,3;3,3
Venabu;SN13420;06.06.2021;0;0;14,1;6;4,6
Venabu;SN13420;07.06.2021;0;0,5;12,4;4,3;7,2
Venabu;SN13420;08.06.2021;0;9,5;12,4;7,3;6,6
Venabu;SN13420;09.06.2021;0;12,4;14,1;5,3;6,4
Venabu;SN13420;10.06.2021;0;0;14,4;5,3;4,4
Venabu;SN13420;11.06.2021;0;0;12,2;7,3;6,4
Venabu;SN13420;12.06.2021;0;2;8,6;4,7;7,5
Venabu;SN13420;13.06.2021;0;0;8,9;5;6,7
Venabu;SN13420;14.06.2021;0;0;8,2;7;6
Venabu;SN13420;15.06.2021;0;11,4;7,3;5,3;8,6
Venabu;SN13420;16.06.2021;0;0;7,2;8;5
Venabu;SN13420;17.06.2021;0;0,1;12,1;7;6,1
Venabu;SN13420;18.06.2021;0;8,5;12,3;4,7;6,4
Venabu;SN13420;19.06.2021;0;0,2;7,7;8;5,5
Venabu;SN13420;20.06.2021;0;16,9;10;8;6,4
Venabu;SN13420;21.06.2021;0;5,9;9,7;7,7;5,2
Venabu;SN13420;22.06.2021;0;7;8,5;4,3;9,3
Venabu;SN13420;23.06.2021;0;0;13,6;2;3,3
Venabu;SN13420;24.06.2021;0;0;13,9;6,3;5
Venabu;SN13420;25.06.2021;0;0;13,2;5,7;5,9
Venabu;SN13420;26.06.2021;0;0,1;14,1;5;4,1
Venabu;SN13420;27.06.2021;0;10,8;15;4;6,3
Venabu;SN13420;28.06.2021;0;0;15,4;1,3;3,3
Venabu;SN13420;29.06.2021;0;0;11,7;7;10,2
Venabu;SN13420;30.06.2021;0;0,8;10,7;2;9,9
Venabu;SN13420;01.07.2021;0;0;13,8;0,3;4,7
Venabu;SN13420;02.07.2021;0;0;16,2;3;2,7
Venabu;SN13420;03.07.2021;0;0;18,3;0,3;3,2
Venabu;SN13420;04.07.2021;0;0;15;4,7;6,6
Venabu;SN13420;05.07.2021;0;0,4;13,8;6,7;4,8
Venabu;SN13420;06.07.2021;0;10,7;13,6;6,3;4,2
Venabu;SN13420;07.07.2021;0;9,9;11,3;7,3;5,3
Venabu;SN13420;08.07.2021;0;3,7;11,9;6,3;4,5
Venabu;SN13420;09.07.2021;0;2;13,6;4;5,2
Venabu;SN13420;10.07.2021;0;0;11,8;8;8,6
Venabu;SN13420;11.07.2021;0;14,4;14,5;5;5,3
Venabu;SN13420;12.07.2021;0;0,2;14,1;2;4
Venabu;SN13420;13.07.2021;0;0;15;5,3;3
Venabu;SN13420;14.07.2021;0;0;15,2;7,3;2,9
Venabu;SN13420;15.07.2021;0;4,5;15,6;2,7;7,1
Venabu;SN13420;16.07.2021;0;0;14,6;2,3;6,7
Venabu;SN13420;17.07.2021;0;0;13,3;4,7;6,1
Venabu;SN13420;18.07.2021;0;0;9,2;5,7;8
Venabu;SN13420;19.07.2021;0;0;11,8;4,3;6,8
Venabu;SN13420;20.07.2021;0;0;11;2,7;7,6
Venabu;SN13420;21.07.2021;0;0;11,7;1,3;5,4
Venabu;SN13420;22.07.2021;0;0;14,3;0,7;8,2
Venabu;SN13420;23.07.2021;0;0;14,6;1;5,5
Venabu;SN13420;24.07.2021;0;0;15,7;2,7;3,7
Venabu;SN13420;25.07.2021;0;0;16,8;1,3;4,1
Venabu;SN13420;26.07.2021;0;0;16,7;4;4,7
Venabu;SN13420;27.07.2021;0;0,3;14,6;8;4,6
Venabu;SN13420;28.07.2021;0;3;13,5;7,3;5,6
Venabu;SN13420;29.07.2021;0;7,9;11,5;7,7;5,5
Venabu;SN13420;30.07.2021;0;17,4;13,7;3,3;7,5
Venabu;SN13420;31.07.2021;0;0;9,4;7;6,4
Venabu;SN13420;01.08.2021;0;17,1;7,8;5,3;10
Venabu;SN13420;02.08.2021;0;0;6,6;4,7;7,8
Venabu;SN13420;03.08.2021;0;0,1;7,3;6,7;5,8
Venabu;SN13420;04.08.2021;0;0;10,6;4;4,3
Venabu;SN13420;05.08.2021;0;0;10,5;6,7;5,2
Venabu;SN13420;06.08.2021;0;0;10,3;5,7;4,6
Venabu;SN13420;07.08.2021;0;0,6;10,2;7;5,1
Venabu;SN13420;08.08.2021;0;5,6;10,7;7;3,6
Venabu;SN13420;09.08.2021;0;0,8;11,7;3,7;3,7
Venabu;SN13420;10.08.2021;0;2,6;12,2;6,3;4,5
Venabu;SN13420;11.08.2021;0;2,1;11,6;6;5,6
Venabu;SN13420;12.08.2021;0;1,6;11,9;7,3;4,8
Venabu;SN13420;13.08.2021;0;0,8;12,3;7;4,4
Venabu;SN13420;14.08.2021;0;1,8;6,8;7,7;6,5
Venabu;SN13420;15.08.2021;0;14,4;8,4;7,7;6,8
Venabu;SN13420;16.08.2021;0;5,2;8,1;6;8
Venabu;SN13420;17.08.2021;0;0,4;9,1;1,7;7,6
Venabu;SN13420;18.08.2021;0;0;8;6;7,2
Venabu;SN13420;19.08.2021;0;0;7,2;6,3;9,1
Venabu;SN13420;20.08.2021;0;0;6,7;4,3;7,2
Venabu;SN13420;21.08.2021;0;0,3;7,6;3;4,8
Venabu;SN13420;22.08.2021;0;0;8,3;1,7;3,2
Venabu;SN13420;23.08.2021;0;0;10,2;2,7;3,2
Venabu;SN13420;24.08.2021;0;0;9,4;7,3;7,1
Venabu;SN13420;25.08.2021;0;4,9;9,3;5,3;13,3
Venabu;SN13420;26.08.2021;0;0,1;6,8;7;11,4
Venabu;SN13420;27.08.2021;0;0;6,8;5;5,9
Venabu;SN13420;28.08.2021;0;0;9,9;1,7;4,1
Venabu;SN13420;29.08.2021;0;0;12,3;1,7;5,9
Venabu;SN13420;30.08.2021;0;0;11,7;2,3;5,7
Venabu;SN13420;31.08.2021;0;0;10;3,3;6
Venabu;SN13420;01.09.2021;0;0;9,2;6,3;10,5
Venabu;SN13420;02.09.2021;0;0;10,1;4,7;8,7
Venabu;SN13420;03.09.2021;0;1;5,3;4;10,1
Venabu;SN13420;04.09.2021;0;0,9;4,5;2,3;4,9
Venabu;SN13420;05.09.2021;0;0;7,1;2,3;3,4
Venabu;SN13420;06.09.2021;0;0;7,9;6,7;4,9
Venabu;SN13420;07.09.2021;0;2;9,8;7;3,3
Venabu;SN13420;08.09.2021;0;0,1;12,6;3,7;5,8
Venabu;SN13420;09.09.2021;0;0;12,1;6,3;3,9
Venabu;SN13420;10.09.2021;0;8,4;10,7;8;3,4
Venabu;SN13420;11.09.2021;0;2,7;11;8;3
Venabu;SN13420;12.09.2021;0;1,1;8,5;5,3;8,5
Venabu;SN13420;13.09.2021;0;0,2;5,9;2;6,4
Venabu;SN13420;14.09.2021;0;0;5,5;1,7;3,1
Venabu;SN13420;15.09.2021;0;0;6,2;8;3,6
Venabu;SN13420;16.09.2021;0;0;5,4;8;3
Venabu;SN13420;17.09.2021;0;1,5;3,4;8;2,6
Venabu;SN13420;18.09.2021;0;0,5;2,7;8;3,8
Venabu;SN13420;19.09.2021;0;0,2;3;8;4,1
Venabu;SN13420;20.09.2021;0;2,4;1,9;8;3,9
Venabu;SN13420;21.09.2021;0;4,6;5;6,7;4,7
Venabu;SN13420;22.09.2021;0;0,5;7;5;5,6
Venabu;SN13420;23.09.2021;0;0,5;4,5;5,3;8,2
Venabu;SN13420;24.09.2021;0;1;1,1;7,7;8,5
Venabu;SN13420;25.09.2021;0;6,4;5,2;3,7;7,5
Venabu;SN13420;26.09.2021;0;0;5,8;6;3,7
Venabu;SN13420;27.09.2021;0;0;6,8;8;4,9
Venabu;SN13420;28.09.2021;0;15,2;6,4;-;6,6
Venabu;SN13420;29.09.2021;0;5,4;5,4;7;5
Venabu;SN13420;30.09.2021;0;6,7;4,7;8;4,5
Venabu;SN13420;01.10.2021;0;6;5,6;8;6
Venabu;SN13420;02.10.2021;0;15,8;5,8;7,7;8,4
Venabu;SN13420;03.10.2021;0;6,9;6,4;8;7,7
Venabu;SN13420;04.10.2021;0;25;5,7;7;8,2
Venabu;SN13420;05.10.2021;0;2,8;6;7;6,2
Venabu;SN13420;06.10.2021;0;0,6;5;7,7;6,7
Venabu;SN13420;07.10.2021;0;0,3;4,1;6;3
Venabu;SN13420;08.10.2021;0;0,5;7,1;8;4,4
Venabu;SN13420;09.10.2021;0;4,3;8,8;8;3,4
Venabu;SN13420;10.10.2021;0;2,7;4,9;6;4,5
Venabu;SN13420;11.10.2021;0;9;0,5;4;6,8
Venabu;SN13420;12.10.2021;0;0;0,7;6;6,8
Venabu;SN13420;13.10.2021;0;0;-1,4;5;6,1
Venabu;SN13420;14.10.2021;4;5,3;2,2;6,7;6,3
Venabu;SN13420;15.10.2021;0;0;-0,3;5,3;11,9
Venabu;SN13420;16.10.2021;0;2,5;-1,4;4;6,7
Venabu;SN13420;17.10.2021;0;0;-2,6;4,3;8
Venabu;SN13420;18.10.2021;0;5,1;-2,9;4;5
Venabu;SN13420;19.10.2021;12;11,4;-2,6;8;5,3
Venabu;SN13420;20.10.2021;5;10,6;0,5;8;4,1
Venabu;SN13420;21.10.2021;10;0,3;-1,3;5,7;7,4
Venabu;SN13420;22.10.2021;5;0;-1,5;5,3;8,8
Venabu;SN13420;23.10.2021;2;0,3;-0,8;6,7;8,2
Venabu;SN13420;24.10.2021;3;2,1;0;8;4,4
Venabu;SN13420;27.10.2021;2;2,5;1,1;5,7;5,4
Venabu;SN13420;28.10.2021;0;0;5,8;8;5,1
Venabu;SN13420;29.10.2021;0;7,9;5;8;8,7
Venabu;SN13420;30.10.2021;0;1,1;4,5;6,7;8
Venabu;SN13420;31.10.2021;0;4;3,4;4,7;7,2
Venabu;SN13420;01.11.2021;0;2,2;3,1;7,7;6,8
Venabu;SN13420;02.11.2021;0;7,3;2,7;8;7,7
Venabu;SN13420;03.11.2021;0;4,3;0,8;7,3;4,3
Venabu;SN13420;04.11.2021;1;1,8;-1,3;5;3,7
Venabu;SN13420;05.11.2021;1;0,1;-2,5;3,3;5,6
Venabu;SN13420;06.11.2021;0;0;-3,2;2,3;7,2
Venabu;SN13420;07.11.2021;2;2,5;-3;8;2,9
Venabu;SN13420;08.11.2021;3;1,1;-3,8;8;3,6
Venabu;SN13420;09.11.2021;5;6;-1,4;8;7,5
Venabu;SN13420;10.11.2021;4;0;-2,5;2,3;4,1
Venabu;SN13420;11.11.2021;3;0;-1,6;2;8,8
Venabu;SN13420;12.11.2021;3;0;-4,8;6;7,6
Venabu;SN13420;13.11.2021;3;0;-3,9;8;2,4
Venabu;SN13420;14.11.2021;3;0;-5,4;3;3,6
Venabu;SN13420;15.11.2021;3;0;-4,7;8;4,4
Venabu;SN13420;16.11.2021;3;0,1;-0,9;8;4,7
Venabu;SN13420;17.11.2021;3;2,8;-1,5;3,7;5,4
Venabu;SN13420;18.11.2021;3;0;-5,3;6;5,7
Venabu;SN13420;19.11.2021;6;3,1;0,4;2,3;14
Venabu;SN13420;20.11.2021;4;0,1;-2,6;3,3;10,8
Venabu;SN13420;21.11.2021;4;0;-5,3;5,3;10,3
Venabu;SN13420;22.11.2021;3;0;-4;7,3;11,5
Venabu;SN13420;23.11.2021;4;1,9;-0,4;5;10,7
Venabu;SN13420;25.11.2021;3;0,6;-7,9;2,3;5
Venabu;SN13420;26.11.2021;3;0,2;-9,8;6,3;2,8
Venabu;SN13420;27.11.2021;3;0,6;-10,1;8;2
Venabu;SN13420;28.11.2021;8;4,5;-15,9;4,3;2,6
Venabu;SN13420;29.11.2021;8;0;-19,1;3,7;2,2
Venabu;SN13420;30.11.2021;6;1;-12,9;5;4,3
Venabu;SN13420;01.12.2021;6;0,5;-15;2;3,8
Venabu;SN13420;02.12.2021;7;0,3;-11;5,7;6,4
Venabu;SN13420;03.12.2021;8;0,5;-16,3;8;5,4
Venabu;SN13420;04.12.2021;12;4,5;-12,4;8;2
Venabu;SN13420;05.12.2021;14;1,1;-12,3;8;3,3
Venabu;SN13420;06.12.2021;15;0,8;-15,9;8;4,1
Venabu;SN13420;07.12.2021;15;0,3;-14,9;8;4
Venabu;SN13420;08.12.2021;16;0,7;-11,1;8;3,1
Venabu;SN13420;09.12.2021;19;2;-7,7;8;3
Venabu;SN13420;10.12.2021;20;2,1;-8;8;4,5
Venabu;SN13420;11.12.2021;21;1;-4,9;8;2,8
Venabu;SN13420;12.12.2021;21;0,5;-5,1;8;4,2
Venabu;SN13420;13.12.2021;22;2;-4,7;8;4,9
Venabu;SN13420;14.12.2021;22;0,2;-6,8;5;4
Venabu;SN13420;15.12.2021;22;1,6;-4,1;5,7;4,5
Venabu;SN13420;16.12.2021;22;0;-1,2;2,3;9,4
Venabu;SN13420;17.12.2021;20;0;3;5,7;13,4
Venabu;SN13420;18.12.2021;10;0;2,8;4;10,5
Venabu;SN13420;19.12.2021;8;0;-3,5;3,3;10,4
Venabu;SN13420;20.12.2021;7;0;-5,1;6;11,3
Venabu;SN13420;21.12.2021;7;0,1;-8,6;5,7;2,6
Venabu;SN13420;22.12.2021;8;1,3;-9,1;7;2,2
Venabu;SN13420;23.12.2021;8;0;-9,8;3,7;8,4
Venabu;SN13420;24.12.2021;9;0,6;-12,5;1,3;13,6
Venabu;SN13420;25.12.2021;8;0;-8;2;7,4
Venabu;SN13420;26.12.2021;8;0;-6,9;4,7;6,3
Venabu;SN13420;27.12.2021;8;0;-12,7;4,3;3,3
Venabu;SN13420;28.12.2021;8;0;-12,9;7,7;3,1
Venabu;SN13420;29.12.2021;8;0;-13;2;2,1
Venabu;SN13420;30.12.2021;14;5,8;-10;5,7;3,8
Venabu;SN13420;31.12.2021;14;0,5;-4,5;7;4,6
Venabu;SN13420;01.01.2022;15;1,3;-9,4;5;5,2
Venabu;SN13420;02.01.2022;19;4,2;-6,2;-;6,2
Venabu;SN13420;03.01.2022;19;0,7;-6,1;8;3,4
Venabu;SN13420;04.01.2022;24;6;-11;5,7;6
Venabu;SN13420;05.01.2022;24;0,3;-8,6;6,3;13,1
Venabu;SN13420;06.01.2022;24;0,5;-12,7;1,3;8,5
Venabu;SN13420;07.01.2022;24;0;-12,1;8;2,5
Venabu;SN13420;08.01.2022;27;3,6;-9,3;8;2,4
Venabu;SN13420;09.01.2022;28;1;-7,7;8;2,4
Venabu;SN13420;10.01.2022;28;0,3;-7,4;8;4,7
Venabu;SN13420;11.01.2022;28;0,6;-5;8;7,8
Venabu;SN13420;12.01.2022;28;0,6;-3,3;3,7;3,9
Venabu;SN13420;13.01.2022;22;0;3;4,7;11,9
Venabu;SN13420;14.01.2022;22;9;-5,2;6,7;10,7
Venabu;SN13420;15.01.2022;22;0,9;-7,9;5,7;12
Venabu;SN13420;16.01.2022;22;0;-6,8;-;8,1
Venabu;SN13420;17.01.2022;26;4,4;-6;5;11,7
Venabu;SN13420;18.01.2022;24;0;-3,6;4,3;8,6
Venabu;SN13420;19.01.2022;24;0;-4,4;5;9,2
Venabu;SN13420;20.01.2022;25;4,4;-8,7;3,3;15,8
Venabu;SN13420;21.01.2022;25;0,1;-3,7;5,7;10,2
Venabu;SN13420;22.01.2022;25;0,2;-2,3;5,7;4,8
Venabu;SN13420;23.01.2022;25;0;-2,6;6,7;3,2
Venabu;SN13420;24.01.2022;25;0;-1,2;1,7;7,7
Venabu;SN13420;25.01.2022;25;0;-5,7;6;7,5
Venabu;SN13420;26.01.2022;25;0;-5,6;3;5
Venabu;SN13420;27.01.2022;27;2,5;-3,3;5,7;9,5
Venabu;SN13420;28.01.2022;27;0;-6,6;5;12,7
Venabu;SN13420;29.01.2022;29;1,9;-5;8;9,3
Venabu;SN13420;30.01.2022;30;2,4;-6,5;4;14,3
Venabu;SN13420;31.01.2022;30;0;-12,6;6;5,3
Venabu;SN13420;01.02.2022;30;0;-11,3;7;2,7
Venabu;SN13420;02.02.2022;36;6,3;-13;2,3;4,6
Venabu;SN13420;03.02.2022;36;0,1;-11,3;8;5,2
Venabu;SN13420;04.02.2022;38;3,1;-6,8;4;8
Venabu;SN13420;05.02.2022;38;0;-8,1;1,7;6
Venabu;SN13420;06.02.2022;38;0,2;-8,2;5;6,5
Venabu;SN13420;07.02.2022;38;0,4;-4,6;5,7;8,4
Venabu;SN13420;08.02.2022;39;0,8;-4,9;3,7;6,1
Venabu;SN13420;09.02.2022;39;0,1;-4,1;4,7;6,6
Venabu;SN13420;10.02.2022;40;1,2;-6;5;7,5
Venabu;SN13420;11.02.2022;40;0;-10,6;2;6,4
Venabu;SN13420;12.02.2022;40;0;-5,2;7,3;7,3
Venabu;SN13420;13.02.2022;42;0,9;-2,7;6;6,7
Venabu;SN13420;14.02.2022;42;0,1;-5,3;7,7;10,6
Venabu;SN13420;15.02.2022;45;4,2;-7,7;5,7;9,2
Venabu;SN13420;16.02.2022;49;4,6;-5,8;8;2,4
Venabu;SN13420;17.02.2022;49;0,6;-8,2;7;5,1
Venabu;SN13420;18.02.2022;49;0;-8,5;2,3;4,8
